question,gremlin_query
哪些电影类型与《黑客帝国2：重装上阵》相关联？,"g.V().has('Movie', 'title', 'The Matrix Reloaded').out('HAS_GENRE').elementMap()"
《黑客帝国2：重装上阵》这部电影属于哪些类型分类？,"g.V().has('Movie', 'title', 'The Matrix Reloaded').out('HAS_GENRE').elementMap()"
查询《黑客帝国2：重装上阵》所拥有的所有影片类型。,"g.V().has('Movie', 'title', 'The Matrix Reloaded').out('HAS_GENRE').elementMap()"
哪些电影或项目是由 Ben Mendelsohn 出演的？,"g.V().has('Person', 'name', 'Ben Mendelsohn').out('ACTED_IN').elementMap()"
Ben Mendelsohn 参演了哪些作品？请列出所有相关信息。,"g.V().has('Person', 'name', 'Ben Mendelsohn').out('ACTED_IN').elementMap()"
查询演员 Ben Mendelsohn 参与演出的所有实体及其属性。,"g.V().has('Person', 'name', 'Ben Mendelsohn').out('ACTED_IN').elementMap()"
列出 Joss Whedon 参演且片长超过两个半小时的电影名称和时长信息。,"g.V().has('Person', 'name', 'Joss Whedon').out('ACTED_IN').has('duration', gt(150)).valueMap('title', 'duration')"
哪些由 Joss Whedon 出演的影片时长超过了 150 分钟？请提供片名和具体时长。,"g.V().has('Person', 'name', 'Joss Whedon').out('ACTED_IN').has('duration', gt(150)).valueMap('title', 'duration')"
查询 Joss Whedon 主演的电影中，哪些电影的播放时间大于 150 分钟，并显示这些电影的标题和时长数据。,"g.V().has('Person', 'name', 'Joss Whedon').out('ACTED_IN').has('duration', gt(150)).valueMap('title', 'duration')"
获取名为'Emily Mortimer'的Person类型实体的名称属性是什么？,"g.V().has('Person', 'name', 'Emily Mortimer').values('name')"
查询人物Emily Mortimer的姓名信息。,"g.V().has('Person', 'name', 'Emily Mortimer').values('name')"
请返回Person类别中name字段等于Emily Mortimer的记录所对应的名称值。,"g.V().has('Person', 'name', 'Emily Mortimer').values('name')"
找出电影《指环王：护戒使者》所属的所有电影类型有哪些？,"g.V().has('Movie', 'title', 'The Lord of the Rings: The Fellowship of the Ring').out('HAS_GENRE').elementMap()"
《指环王：护戒使者》这部电影被归类到哪些类型下面？,"g.V().has('Movie', 'title', 'The Lord of the Rings: The Fellowship of the Ring').out('HAS_GENRE').elementMap()"
查询《指环王：护戒使者》这部影片关联了哪些电影类型？,"g.V().has('Movie', 'title', 'The Lord of the Rings: The Fellowship of the Ring').out('HAS_GENRE').elementMap()"
列出 Lana Wachowski 出演过的所有电影，并显示这些电影分别属于什么类型，同时展示完整的关联路径。,"g.V().has('Person', 'name', 'Lana Wachowski').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Lana Wachowski 参演的电影涉及哪些电影类别？请把从演员到类型的完整路径信息都呈现出来。,"g.V().has('Person', 'name', 'Lana Wachowski').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
展示演员 Lana Wachowski 参演影片的类型归属情况，要求包含从演员到类型的完整路径细节。,"g.V().has('Person', 'name', 'Lana Wachowski').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
展示 Jack Nicholson 出演过的电影涉及的所有电影类型及其完整路径。  ,"g.V().has('Person', 'name', 'Jack Nicholson').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
列出演员 Jack Nicholson 参演影片的所属类型，并显示从演员到类型的完整关系路径。  ,"g.V().has('Person', 'name', 'Jack Nicholson').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Jack Nicholson 演过的电影分别属于哪些类型？要求返回包含演员、电影和类型名称的完整路径信息。,"g.V().has('Person', 'name', 'Jack Nicholson').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
有多少部电影是由 Nicholas Pileggi 执导的？,"g.V().has('Person', 'name', 'Nicholas Pileggi').out('DIRECTED').count()"
Nicholas Pileggi 作为导演参与了多少个项目？,"g.V().has('Person', 'name', 'Nicholas Pileggi').out('DIRECTED').count()"
统计 Nicholas Pileggi 执导的作品总数。,"g.V().has('Person', 'name', 'Nicholas Pileggi').out('DIRECTED').count()"
列出 Louis C.K. 出演过的电影所涉及的所有电影类型，并显示完整的关联路径  ,"g.V().has('Person', 'name', 'Louis C.K.').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Louis C.K. 参演了哪些电影？这些电影分别属于什么类型？请给出完整的路径信息  ,"g.V().has('Person', 'name', 'Louis C.K.').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
展示演员 Louis C.K. 的电影作品与其对应类型的完整关系路径,"g.V().has('Person', 'name', 'Louis C.K.').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
有多少个实体是通过 'DIRECTED' 关系从 'Will Sampson' (Person) 出发的？,"g.V().has('Person', 'name', 'Will Sampson').out('DIRECTED').count()"
'Will Sampson' 这个人作为导演直接关联了多少部作品？,"g.V().has('Person', 'name', 'Will Sampson').out('DIRECTED').count()"
统计名为 'Will Sampson' 的人通过 DIRECTED 边连接到的顶点总数。,"g.V().has('Person', 'name', 'Will Sampson').out('DIRECTED').count()"
"""The Matrix Reloaded""这部电影的标题是什么？","g.V().has('Movie', 'title', 'The Matrix Reloaded').values('title')"
请查询电影《The Matrix Reloaded》的title属性值。,"g.V().has('Movie', 'title', 'The Matrix Reloaded').values('title')"
"获取Movie类型中标题为""The Matrix Reloaded""的节点的title字段内容。","g.V().has('Movie', 'title', 'The Matrix Reloaded').values('title')"
"""Gravity""这部电影有多少种不同的类型标签？","g.V().has('Movie', 'title', 'Gravity').out('HAS_GENRE').count()"
统计与电影《Gravity》关联的流派数量。,"g.V().has('Movie', 'title', 'Gravity').out('HAS_GENRE').count()"
查询《Gravity》这部影片被划分到多少个电影类别中？,"g.V().has('Movie', 'title', 'Gravity').out('HAS_GENRE').count()"
'The Dark Knight Rises' 这部电影关联了多少种不同的电影类型？,"g.V().has('Movie', 'title', 'The Dark Knight Rises').out('HAS_GENRE').count()"
统计《黑暗骑士崛起》这部影片拥有的所有类型标签的数量。,"g.V().has('Movie', 'title', 'The Dark Knight Rises').out('HAS_GENRE').count()"
"有多少个电影类型被标记在""黑暗骑士崛起""这部电影上？","g.V().has('Movie', 'title', 'The Dark Knight Rises').out('HAS_GENRE').count()"
展示演员 Philip Seymour Hoffman 出演过的电影涉及的所有电影类型及其完整路径。,"g.V().has('Person', 'name', 'Philip Seymour Hoffman').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Philip Seymour Hoffman 参演了哪些类型的电影？请给出从演员到类型的完整关系路径。,"g.V().has('Person', 'name', 'Philip Seymour Hoffman').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
要查看 Philip Seymour Hoffman 主演电影的类型分布，请提供从演员到电影再到类型的完整遍历路径。,"g.V().has('Person', 'name', 'Philip Seymour Hoffman').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
有多少部电影是由'E. G. Marshall'执导的？  ,"g.V().has('Person', 'name', 'E. G. Marshall').out('DIRECTED').count()"
'E. G. Marshall'作为导演参与了多少个项目？  ,"g.V().has('Person', 'name', 'E. G. Marshall').out('DIRECTED').count()"
统计'E. G. Marshall'执导的作品总数。,"g.V().has('Person', 'name', 'E. G. Marshall').out('DIRECTED').count()"
克林特·伊斯特伍德演过的电影涉及哪些类型？把演员、电影和类型的路径都列出来。  ,"g.V().has('Person', 'name', 'Clint Eastwood').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
展示克林特·伊斯特伍德出演影片的所属类别，要求包含完整的关联路径信息。  ,"g.V().has('Person', 'name', 'Clint Eastwood').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
哪些电影类型与克林特·伊斯特伍德的演艺作品相关联？请提供从演员到类型的完整路径细节。,"g.V().has('Person', 'name', 'Clint Eastwood').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
乔治·卢卡斯出演的电影涉及哪些类型？请列出完整的路径信息。,"g.V().has('Person', 'name', 'George Lucas').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
展示乔治·卢卡斯参演影片到其所属类型的完整关系路径。,"g.V().has('Person', 'name', 'George Lucas').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
列出导演乔治·卢卡斯作为演员出演过的所有电影类型，并显示从演员到类型的完整路径。,"g.V().has('Person', 'name', 'George Lucas').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Miloš Forman 执导了多少部作品？,"g.V().has('Person', 'name', 'Miloš Forman').out('DIRECTED').count()"
统计 Miloš Forman 作为导演关联的电影总数。,"g.V().has('Person', 'name', 'Miloš Forman').out('DIRECTED').count()"
有多少部电影是由 Miloš Forman 导演的？,"g.V().has('Person', 'name', 'Miloš Forman').out('DIRECTED').count()"
"""电影《不可触碰》的宣传标语是什么？""  ","g.V().has('Movie', 'title', 'The Untouchables').values('tagline')"
"""请告诉我《The Untouchables》这部影片的tagline内容。""  ","g.V().has('Movie', 'title', 'The Untouchables').values('tagline')"
"""查询类型为Movie、标题叫'The Untouchables'的实体的tagline属性值。""","g.V().has('Movie', 'title', 'The Untouchables').values('tagline')"
Gary Oldman出演了哪些电影或作品？,"g.V().has('Person', 'name', 'Gary Oldman').out('ACTED_IN').elementMap()"
列出Gary Oldman作为演员参与的所有项目。,"g.V().has('Person', 'name', 'Gary Oldman').out('ACTED_IN').elementMap()"
哪些作品中有Gary Oldman的演出？,"g.V().has('Person', 'name', 'Gary Oldman').out('ACTED_IN').elementMap()"
哪些电影是由 Julia Sweeney 出演且片长超过 150 分钟的，请列出片名和时长？,"g.V().has('Person', 'name', 'Julia Sweeney').out('ACTED_IN').has('duration', gt(150)).valueMap('title', 'duration')"
Julia Sweeney 演过哪些时长超过两个半小时的电影？告诉我片名和具体时长。,"g.V().has('Person', 'name', 'Julia Sweeney').out('ACTED_IN').has('duration', gt(150)).valueMap('title', 'duration')"
请查询 Julia Sweeney 主演的电影中，哪些的播放时间超过 150 分钟，并显示这些电影的标题和时长信息。,"g.V().has('Person', 'name', 'Julia Sweeney').out('ACTED_IN').has('duration', gt(150)).valueMap('title', 'duration')"
Max Charles出演了哪些作品？,"g.V().has('Person', 'name', 'Max Charles').out('ACTED_IN').elementMap()"
哪些实体是通过Max Charles的参演关系连接的？,"g.V().has('Person', 'name', 'Max Charles').out('ACTED_IN').elementMap()"
列出所有由Max Charles参演的电影或节目。,"g.V().has('Person', 'name', 'Max Charles').out('ACTED_IN').elementMap()"
给我找出尼古拉斯·凯奇出演的那些片长超过90分钟的电影名称和时长信息,"g.V().has('Person', 'name', 'Nicolas Cage').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
查询尼古拉斯·凯奇主演的影片中，哪些电影的播放时长超过了90分钟？需要显示片名和具体时长,"g.V().has('Person', 'name', 'Nicolas Cage').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
列出所有由尼古拉斯·凯奇饰演且时长在90分钟以上的电影，包括它们的名称和持续时间,"g.V().has('Person', 'name', 'Nicolas Cage').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
Joseph Gordon-Levitt 导演了多少部作品？,"g.V().has('Person', 'name', 'Joseph Gordon-Levitt').out('DIRECTED').count()"
有多少部电影是由 Joseph Gordon-Levitt 执导的？,"g.V().has('Person', 'name', 'Joseph Gordon-Levitt').out('DIRECTED').count()"
统计 Joseph Gordon-Levitt 作为导演关联的作品总数。,"g.V().has('Person', 'name', 'Joseph Gordon-Levitt').out('DIRECTED').count()"
列出 Christopher Walken 出演过的电影涉及的所有类型，并显示完整路径。  ,"g.V().has('Person', 'name', 'Christopher Walken').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Christopher Walken 演过哪些类型的电影？请给出从演员到类型的完整关系路径。  ,"g.V().has('Person', 'name', 'Christopher Walken').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
展示 Christopher Walken 参演影片与其所属电影类型之间的完整关联路径。,"g.V().has('Person', 'name', 'Christopher Walken').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
列出马丁·斯科塞斯参演且片长超过90分钟的电影名称和时长。,"g.V().has('Person', 'name', 'Martin Scorsese').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
马丁·斯科塞斯演过哪些时长超过一个半小时的影片？请提供片名和具体时长。,"g.V().has('Person', 'name', 'Martin Scorsese').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
给我找出由马丁·斯科塞斯出演的那些电影，要求时长大于90分钟，并显示它们的片名和时长信息。,"g.V().has('Person', 'name', 'Martin Scorsese').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
展示 Elijah Wood出演过的电影所属的类型及其完整路径  ,"g.V().has('Person', 'name', 'Elijah Wood').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Elijah Wood参演了哪些电影？这些电影分别属于什么类型？请给出完整路径。  ,"g.V().has('Person', 'name', 'Elijah Wood').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
列出演员Elijah Wood所有参演影片的类型信息，包括从演员到类型的完整关系路径,"g.V().has('Person', 'name', 'Elijah Wood').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
列出 Ming-Na Wen 参演的所有超过 90 分钟的电影名称和对应时长。,"g.V().has('Person', 'name', 'Ming-Na Wen').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
Ming-Na Wen 演过哪些时长大于 90 分钟的电影？请显示片名和具体时长。,"g.V().has('Person', 'name', 'Ming-Na Wen').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
查询 Ming-Na Wen 主演的电影中，哪些影片时长超过了一个半小时，返回这些影片的标题和持续时间。,"g.V().has('Person', 'name', 'Ming-Na Wen').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
Warren Brown出演的电影涉及哪些类型？请显示完整的关联路径。  ,"g.V().has('Person', 'name', 'Warren Brown').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
列出演员Warren Brown参演影片的所有电影类型，并展示从演员到类型的完整路径。  ,"g.V().has('Person', 'name', 'Warren Brown').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
展示Warren Brown演过的电影所属的各个类型，包括中间经过的电影节点信息。,"g.V().has('Person', 'name', 'Warren Brown').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
"""黑客帝国3：矩阵革命""这部电影的标题是什么？","g.V().has('Movie', 'title', 'The Matrix Revolutions').values('title')"
获取电影'The Matrix Revolutions'的title属性值。,"g.V().has('Movie', 'title', 'The Matrix Revolutions').values('title')"
查询图数据库中名为'The Matrix Revolutions'的Movie顶点，返回其标题内容。,"g.V().has('Movie', 'title', 'The Matrix Revolutions').values('title')"
列出 Roger Corman 参演且片长超过一个半小时的电影名称和时长信息。,"g.V().has('Person', 'name', 'Roger Corman').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
Roger Corman 演了哪些时长在 90 分钟以上的电影？显示片名和具体片长。,"g.V().has('Person', 'name', 'Roger Corman').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
查询由 Roger Corman 出演的电影中，哪些影片的播放时间超过了 90 分钟，并返回这些影片的标题和时长数据。,"g.V().has('Person', 'name', 'Roger Corman').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
找出电影《国王的演讲》关联了多少种不同类型的影片类别？,"g.V().has('Movie', 'title', 'The King\'s Speech').out('HAS_GENRE').count()"
《国王的演讲》这部电影被划分到几个不同的流派下？,"g.V().has('Movie', 'title', 'The King\'s Speech').out('HAS_GENRE').count()"
统计与《国王的演讲》通过HAS_GENRE关系相连的节点总数是多少？,"g.V().has('Movie', 'title', 'The King\'s Speech').out('HAS_GENRE').count()"
展示 Jean Dujardin 出演影片所对应的电影类型及其完整路径关系  ,"g.V().has('Person', 'name', 'Jean Dujardin').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Jean Dujardin 演过哪些电影？这些电影分别属于什么类型？请给出完整的关联路径。  ,"g.V().has('Person', 'name', 'Jean Dujardin').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
查询演员 Jean Dujardin 参演作品到电影类型的完整路径信息，包含电影名称和类型名称,"g.V().has('Person', 'name', 'Jean Dujardin').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
找出电影《星球大战V：帝国反击战》所属的所有类型有哪些？,"g.V().has('Movie', 'title', 'Star Wars: Episode V - The Empire Strikes Back').out('HAS_GENRE').elementMap()"
《星球大战V：帝国反击战》这部电影被归类为哪些电影类型？,"g.V().has('Movie', 'title', 'Star Wars: Episode V - The Empire Strikes Back').out('HAS_GENRE').elementMap()"
查询与《星球大战V：帝国反击战》通过HAS_GENRE关系关联的所有类型标签。,"g.V().has('Movie', 'title', 'Star Wars: Episode V - The Empire Strikes Back').out('HAS_GENRE').elementMap()"
有多少种电影类型与《黑客帝国》相关联？,"g.V().has('Movie', 'title', 'The Matrix').out('HAS_GENRE').count()"
《黑客帝国》这部电影被划分到多少个不同的类型类别？,"g.V().has('Movie', 'title', 'The Matrix').out('HAS_GENRE').count()"
统计《黑客帝国》拥有的所有电影类型数量。,"g.V().has('Movie', 'title', 'The Matrix').out('HAS_GENRE').count()"
哪些电影是由 Kenny Baker 出演且片长超过 90 分钟的，并列出它们的片名和时长？,"g.V().has('Person', 'name', 'Kenny Baker').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
查询 Kenny Baker 参演的所有时长大于 90 分钟的影片名称及其对应时长。,"g.V().has('Person', 'name', 'Kenny Baker').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
找出演员 Kenny Baker 出演的超过 90 分钟的电影，显示每部电影的标题和具体时长。,"g.V().has('Person', 'name', 'Kenny Baker').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
列出 Talisa Soto 参演的所有时长大于 90 分钟的电影名称和对应时长。,"g.V().has('Person', 'name', 'Talisa Soto').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
哪些由 Talisa Soto 出演的影片时长超过了 90 分钟？请提供片名和具体时长。,"g.V().has('Person', 'name', 'Talisa Soto').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
查询 Talisa Soto 主演的电影中，放映时间在 90 分钟以上的作品信息，包括片名和时长。,"g.V().has('Person', 'name', 'Talisa Soto').out('ACTED_IN').has('duration', gt(90)).valueMap('title', 'duration')"
Stanley Tucci 出演了多少部电影？  ,"g.V().has('Person', 'name', 'Stanley Tucci').out('ACTED_IN').count()"
统计名为 Stanley Tucci 的演员参与演出的作品总数。  ,"g.V().has('Person', 'name', 'Stanley Tucci').out('ACTED_IN').count()"
有多少个影视作品是由 Stanley Tucci 主演的？,"g.V().has('Person', 'name', 'Stanley Tucci').out('ACTED_IN').count()"
Jon Favreau的出生年份是什么？,"g.V().has('Person', 'name', 'Jon Favreau').values('born')"
Person类型中名为Jon Favreau的实体是在哪一年出生的？,"g.V().has('Person', 'name', 'Jon Favreau').values('born')"
查询人物Jon Favreau的出生日期信息。,"g.V().has('Person', 'name', 'Jon Favreau').values('born')"
展示演员 Michael Gordon 参演影片的所有电影类型及其完整路径。  ,"g.V().has('Person', 'name', 'Michael Gordon').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
Michael Gordon 演过的电影涉及哪些类型？请列出从演员到类型的完整关系路径。  ,"g.V().has('Person', 'name', 'Michael Gordon').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
请查询 Michael Gordon 出演的电影所属的各个类型，并返回包含演员、电影和类型的完整路径信息。,"g.V().has('Person', 'name', 'Michael Gordon').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
哪些电影是由导演 George A. Romero 执导的？,"g.V().has('Person', 'name', 'George A. Romero').out('DIRECTED').elementMap()"
George A. Romero 作为导演指导过哪些作品？,"g.V().has('Person', 'name', 'George A. Romero').out('DIRECTED').elementMap()"
列出所有 George A. Romero 执导的影片信息。,"g.V().has('Person', 'name', 'George A. Romero').out('DIRECTED').elementMap()"
Laurence Fishburne 执导了哪些作品？  ,"g.V().has('Person', 'name', 'Laurence Fishburne').out('DIRECTED').elementMap()"
哪些实体是通过 DIRECTED 关系与 Laurence Fishburne 相连的？  ,"g.V().has('Person', 'name', 'Laurence Fishburne').out('DIRECTED').elementMap()"
请找出 Laurence Fishburne 作为导演所关联的所有图节点。,"g.V().has('Person', 'name', 'Laurence Fishburne').out('DIRECTED').elementMap()"
电影《迷失东京》的宣传标语是什么？,"g.V().has('Movie', 'title', 'Lost in Translation').values('tagline')"
《迷失东京》这部影片的tagline内容是什么？,"g.V().has('Movie', 'title', 'Lost in Translation').values('tagline')"
"请告诉我名为""Lost in Translation""的电影的tagline属性值。","g.V().has('Movie', 'title', 'Lost in Translation').values('tagline')"
展示 Robert Pine 出演过的电影涉及的所有电影类型，并给出完整路径  ,"g.V().has('Person', 'name', 'Robert Pine').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
罗伯·派恩演过的影片分别属于什么类别？需要看到从演员到类型的完整关系路径  ,"g.V().has('Person', 'name', 'Robert Pine').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
请列出演员 Robert Pine 参演作品的所有流派信息，要求包含从人物到类型的完整遍历路径,"g.V().has('Person', 'name', 'Robert Pine').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
哪些电影或作品是由 E. G. Marshall 执导的？  ,"g.V().has('Person', 'name', 'E. G. Marshall').out('DIRECTED').elementMap()"
列出 E. G. Marshall 担任导演的所有关联实体。  ,"g.V().has('Person', 'name', 'E. G. Marshall').out('DIRECTED').elementMap()"
E. G. Marshall 导演了哪些内容，请展示其详细信息？,"g.V().has('Person', 'name', 'E. G. Marshall').out('DIRECTED').elementMap()"
"""教父2""这部电影的宣传语是什么？","g.V().has('Movie', 'title', 'The Godfather: Part II').values('tagline')"
查询电影《The Godfather: Part II》的标语内容。,"g.V().has('Movie', 'title', 'The Godfather: Part II').values('tagline')"
给我找出《The Godfather: Part II》这部影片的tagline属性值。,"g.V().has('Movie', 'title', 'The Godfather: Part II').values('tagline')"
Dominic Keating 演过的电影都涉及哪些电影类型？请显示完整的关联路径。  ,"g.V().has('Person', 'name', 'Dominic Keating').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
列出演员 Dominic Keating 所有出演影片的类别，并展示从演员到类型的完整关系路径。  ,"g.V().has('Person', 'name', 'Dominic Keating').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
查询 Dominic Keating 参演的电影所属的各个类型，同时返回演员、电影和类型之间的连接路径。,"g.V().has('Person', 'name', 'Dominic Keating').out('ACTED_IN').out('HAS_GENRE').path().by('name').by('title').by('name')"
哪些实体是由名为 'Ritchie Coster' 的人执导的？,"g.V().has('Person', 'name', 'Ritchie Coster').out('DIRECTED').elementMap()"
列出 'Ritchie Coster' 作为导演关联的所有节点信息。,"g.V().has('Person', 'name', 'Ritchie Coster').out('DIRECTED').elementMap()"
查询 'Ritchie Coster' 执导的所有对象及其属性。,"g.V().has('Person', 'name', 'Ritchie Coster').out('DIRECTED').elementMap()"
"""电影《The Monuments Men》的宣传标语是什么？""  ","g.V().has('Movie', 'title', 'The Monuments Men').values('tagline')"
"""请告诉我《The Monuments Men》这部影片的tagline内容。""  ","g.V().has('Movie', 'title', 'The Monuments Men').values('tagline')"
"""查询Movie类型中标题为'The Monuments Men'的tagline属性值。""","g.V().has('Movie', 'title', 'The Monuments Men').values('tagline')"
Brad Pitt 出演了哪些电影或作品？,"g.V().has('Person', 'name', 'Brad Pitt').out('ACTED_IN').elementMap()"
哪些影视作品是由 Brad Pitt 主演的？,"g.V().has('Person', 'name', 'Brad Pitt').out('ACTED_IN').elementMap()"
请列出 Brad Pitt 参演过的所有项目。,"g.V().has('Person', 'name', 'Brad Pitt').out('ACTED_IN').elementMap()"
